Daytime/evening attendance	,Previous qualification (grade),Admission grade,Displaced,Debtor,Tuition fees up to date,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Gender_1,Application mode_2,Application mode_5,Application mode_7,Application mode_10,Application mode_15,Application mode_16,Application mode_17,Application mode_18,Application mode_26,Application mode_27,Application mode_39,Application mode_42,Application mode_43,Application mode_44,Application mode_51,Application mode_53,Application mode_57,Marital status_2,Marital status_3,Marital status_4,Marital status_5,Marital status_6,Target
1,0.11,0.13,0,1,0,1,0.46,0.06,0.06,0.0,0.0,0.06,0.06,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.11,0.11,0,0,1,0,0.37,0.06,0.12,0.0,0.0,0.05,0.1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.1331,0.11,1,0,1,0,0.31,0.06,0.08,0.0,0.0,0.06,0.1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1331,0.1458,0,0,1,0,0.34,0.06,0.15,0.05,0.13333333333333333,0.06,0.15,0.05,0.124,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,0.126,0.13019999999999998,1,0,1,1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.137,0.12229999999999999,0,0,1,1,0.18,0.06,0.07,0.06,0.1357142857142857,0.06,0.06,0.06,0.14333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.117,0.1254,1,0,1,1,0.19,0.06,0.06,0.06,0.12833333333333333,0.06,0.07,0.06,0.11166666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0.1,0.13,0,0,1,0,0.4,0.05,0.06,0.04,0.1025,0.08,0.18,0.05,0.11199999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.12,0.15,0,0,1,0,0.25,0.06,0.06,0.0,0.0,0.06,0.06,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.126,0.1169,1,1,1,0,0.2,0.05,0.05,0.04,0.145,0.06,0.08,0.03,0.13333333333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.122,0.1147,0,0,1,0,0.2,0.05,0.06,0.05,0.158,0.05,0.08,0.05,0.13714285714285712,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.111,0.0958,1,0,0,0,0.43,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.139,0.1331,1,0,1,0,0.18,0.05,0.08,0.04,0.125,0.05,0.07,0.03,0.14666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.15,0.15,0,0,1,0,0.35,0.18,0.22,0.18,0.11666666666666665,0.13,0.13,0.12,0.115,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0,0.116,0.1185,0,0,1,0,0.23,0.05,0.06,0.04,0.13,0.05,0.05,0.05,0.13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.13,0.1311,0,0,1,0,0.19,0.07,0.08,0.07,0.1212142857142857,0.09,0.12,0.08,0.1150625,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.15,0.15030000000000002,1,0,1,1,0.21,0.11,0.15,0.09,0.1422222222222222,0.09,0.15,0.07,0.1375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1,0.132,0.1205,0,0,1,0,0.19,0.06,0.17,0.04,0.125,0.06,0.08,0.04,0.1325,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0.108,0.1056,1,0,1,0,0.2,0.05,0.07,0.05,0.12166666666666666,0.05,0.07,0.05,0.15285714285714286,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.1331,0.1253,0,0,1,1,0.3,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.12,0.131,1,0,1,0,0.44,0.06,0.06,0.06,0.12666666666666665,0.06,0.06,0.06,0.115,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
1,0.146,0.127,0,0,1,0,0.19,0.08,0.08,0.07,0.13614285714285715,0.08,0.08,0.07,0.13614285714285715,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.15,0.15,1,0,1,0,0.22,0.18,0.32,0.12,0.1285714285714286,0.12,0.15,0.1,0.14300000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1,0.16,0.1492,0,0,1,0,0.18,0.05,0.07,0.04,0.14,0.05,0.05,0.05,0.142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.125,0.1215,1,0,1,1,0.21,0.06,0.08,0.04,0.1475,0.06,0.06,0.05,0.11800000000000001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.125,0.1373,0,0,1,0,0.18,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.122,0.1196,1,0,1,0,0.18,0.06,0.08,0.06,0.13625,0.06,0.07,0.06,0.14285714285714288,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.138,0.1415,0,0,1,0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.15,0.15,1,0,1,0,0.21,0.06,0.12,0.04,0.11800000000000001,0.06,0.11,0.04,0.11875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.14,0.11,0,0,1,0,0.31,0.06,0.08,0.06,0.15125,0.06,0.1,0.06,0.146,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,0.113,0.1102,1,0,1,0,0.21,0.06,0.1,0.04,0.115,0.06,0.1,0.02,0.105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.139,0.1103,0,1,1,0,0.24,0.05,0.12,0.01,0.1,0.05,0.11,0.01,0.11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0.1331,0.12,0,0,1,0,0.27,0.04,0.08,0.0,0.0,0.05,0.1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.118,0.1142,1,0,1,0,0.2,0.05,0.09,0.03,0.10333333333333333,0.05,0.06,0.05,0.128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.14,0.14,1,0,1,0,0.22,0.05,0.09,0.0,0.0,0.05,0.06,0.02,0.11666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.144,0.1328,0,0,1,1,0.19,0.06,0.09,0.04,0.12,0.06,0.1,0.04,0.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.125,0.1215,1,0,1,0,0.19,0.06,0.06,0.06,0.13833333333333334,0.06,0.06,0.06,0.145,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.131,0.1272,1,1,1,0,0.23,0.17,0.19,0.13,0.12153846153846151,0.17,0.28,0.11,0.11909090909090908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.131,0.12819999999999998,1,0,1,0,0.18,0.06,0.07,0.06,0.14,0.06,0.08,0.06,0.13666666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.14,0.13340000000000002,1,0,0,0,0.29,0.06,0.08,0.06,0.165,0.06,0.06,0.05,0.138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.1331,0.12,1,0,1,0,0.29,0.05,0.11,0.01,0.18,0.05,0.1,0.03,0.13333333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.14,0.14,0,0,1,0,0.2,0.06,0.11,0.06,0.11285714285714286,0.06,0.12,0.05,0.1177777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.139,0.1369,1,0,1,1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.125,0.117,1,0,1,0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.117,0.1107,1,0,1,0,0.2,0.06,0.1,0.05,0.14,0.06,0.1,0.06,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.15,0.16,1,0,1,0,0.24,0.05,0.13,0.04,0.1375,0.05,0.09,0.03,0.12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0.095,0.095,0,0,0,0,0.21,0.06,0.09,0.04,0.1325,0.06,0.06,0.05,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.15,0.14880000000000002,0,0,1,1,0.25,0.05,0.07,0.04,0.1425,0.05,0.07,0.04,0.1475,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,0.12,0.11,0,0,0,0,0.32,0.05,0.09,0.0,0.0,0.05,0.05,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.136,0.13390000000000002,0,0,0,0,0.26,0.12,0.12,0.08,0.1125,0.08,0.08,0.03,0.11333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.133,0.1257,1,0,1,1,0.18,0.06,0.07,0.06,0.135,0.06,0.08,0.06,0.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.125,0.1166,0,0,1,1,0.19,0.06,0.08,0.05,0.12666666666666665,0.06,0.1,0.06,0.1285714285714286,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.127,0.141,1,0,1,1,0.19,0.06,0.06,0.06,0.15166666666666667,0.06,0.06,0.06,0.12333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.13,0.13,0,0,1,0,0.27,0.06,0.06,0.06,0.13166666666666665,0.05,0.07,0.05,0.1514285714285714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.13,0.13,0,1,1,0,0.21,0.12,0.2,0.1,0.11800000000000001,0.12,0.15,0.09,0.11444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.127,0.1158,0,0,1,0,0.2,0.05,0.1,0.04,0.115,0.05,0.11,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.14,0.14,1,0,1,0,0.21,0.06,0.06,0.06,0.145,0.06,0.08,0.06,0.11333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1,0.125,0.1261,1,0,1,0,0.22,0.06,0.1,0.05,0.134,0.06,0.12,0.03,0.10666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.135,0.1375,1,1,0,0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.132,0.12079999999999999,1,0,1,1,0.18,0.05,0.08,0.04,0.10800000000000001,0.05,0.1,0.02,0.125,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.11,0.1365,0,0,1,0,0.28,0.05,0.06,0.0,0.0,0.05,0.05,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.13,0.122,0,1,0,0,0.25,0.1,0.23,0.06,0.11428571428571428,0.07,0.15,0.04,0.12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0.13,0.13,0,0,1,0,0.25,0.14,0.24,0.08,0.125,0.13,0.23,0.1,0.11599999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.135,0.1263,0,0,1,0,0.18,0.05,0.11,0.02,0.135,0.05,0.11,0.03,0.12333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.1331,0.098,0,0,1,0,0.26,0.06,0.06,0.0,0.0,0.06,0.12,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.135,0.121,1,0,1,1,0.18,0.05,0.08,0.05,0.1275,0.05,0.07,0.05,0.115,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.128,0.1242,1,0,1,0,0.22,0.06,0.17,0.03,0.11333333333333334,0.06,0.14,0.03,0.12333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0.14,0.13,0,0,1,0,0.25,0.06,0.08,0.0,0.0,0.06,0.1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.135,0.1361,1,0,1,0,0.19,0.06,0.09,0.05,0.114,0.06,0.13,0.05,0.124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.131,0.1328,1,0,1,0,0.19,0.06,0.07,0.06,0.1442857142857143,0.06,0.07,0.06,0.1457142857142857,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.131,0.1263,0,0,1,0,0.19,0.07,0.09,0.07,0.12492857142857144,0.08,0.1,0.08,0.117125,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0.1,0.1115,0,0,1,0,0.45,0.08,0.1,0.04,0.115,0.08,0.13,0.04,0.11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0.14,0.1182,0,0,1,0,0.52,0.05,0.07,0.05,0.11199999999999999,0.05,0.06,0.05,0.128,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1,0.124,0.1156,1,0,0,0,0.2,0.05,0.09,0.03,0.12,0.05,0.07,0.03,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.13,0.1178,1,0,1,0,0.19,0.08,0.08,0.07,0.15885714285714286,0.08,0.08,0.07,0.15885714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.142,0.127,0,1,0,0,0.21,0.07,0.12,0.04,0.1294,0.07,0.12,0.04,0.1158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.15,0.14,0,0,0,0,0.35,0.06,0.06,0.06,0.14,0.06,0.06,0.06,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1,0.11,0.106,1,0,1,0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1,0.11,0.151,0,1,0,0,0.47,0.07,0.07,0.0,0.0,0.08,0.08,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0.112,0.10640000000000001,0,0,1,0,0.22,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1,0.1253,1,0,1,0,0.41,0.05,0.08,0.04,0.1125,0.05,0.08,0.03,0.11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0.13,0.13,0,0,1,0,0.26,0.05,0.05,0.0,0.0,0.05,0.06,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1331,0.116,0,0,0,0,0.51,0.06,0.13,0.04,0.1125,0.06,0.12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.15,0.12,0,0,1,0,0.43,0.05,0.11,0.03,0.10666666666666666,0.05,0.1,0.04,0.125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0.1,0.1,1,0,1,0,0.41,0.06,0.09,0.05,0.11800000000000001,0.06,0.1,0.03,0.10666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1,0.13,0.1185,1,0,1,0,0.23,0.1,0.19,0.08,0.11625,0.1,0.16,0.1,0.11181818181818182,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1,0.129,0.1189,1,0,1,0,0.22,0.06,0.11,0.0,0.0,0.05,0.1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.127,0.1193,1,0,1,1,0.25,0.06,0.08,0.04,0.1025,0.06,0.06,0.04,0.1125,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.14,0.1358,1,0,1,0,0.25,0.15,0.16,0.15,0.10800000000000001,0.14,0.14,0.14,0.11357142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1,0.13,0.13,1,0,0,1,0.22,0.12,0.15,0.11,0.12545454545454543,0.11,0.16,0.11,0.12666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1,0.1331,0.1298,0,0,1,0,0.24,0.07,0.07,0.07,0.1357142857142857,0.06,0.09,0.05,0.134,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0.14,0.15,0,0,1,0,0.47,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1331,0.1119,1,0,1,0,0.41,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0.12,0.15009999999999998,1,0,1,0,0.43,0.06,0.09,0.06,0.1477777777777778,0.06,0.11,0.05,0.122,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,0.1331,0.13,0,0,1,0,0.29,0.03,0.04,0.0,0.0,0.04,0.08,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.12,0.128,0,0,1,0,0.3,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1331,0.1025,0,0,0,0,0.26,0.04,0.04,0.0,0.0,0.05,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1331,0.1025,0,0,0,0,0.27,0.05,0.1,0.0,0.0,0.05,0.05,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1,0.11,0,0,1,1,0.36,0.05,0.05,0.05,0.114,0.05,0.07,0.05,0.11599999999999999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1,0.1331,0.114,0,0,1,0,0.29,0.09,0.13,0.06,0.11666666666666665,0.07,0.1,0.06,0.10857142857142858,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.12,0.12819999999999998,1,0,1,0,0.35,0.1,0.12,0.07,0.11285714285714286,0.08,0.08,0.05,0.13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.128,0.1165,0,0,1,1,0.18,0.06,0.12,0.04,0.115,0.06,0.1,0.05,0.126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0.172,0.14930000000000002,0,0,1,1,0.24,0.05,0.05,0.05,0.16,0.05,0.05,0.05,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.146,0.1341,1,0,1,1,0.18,0.06,0.06,0.06,0.125,0.06,0.07,0.06,0.12666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.135,0.1266,1,0,1,0,0.18,0.05,0.07,0.04,0.12,0.05,0.1,0.03,0.13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.16,0.12,0,0,1,0,0.21,0.05,0.11,0.0,0.0,0.05,0.11,0.03,0.11666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0.15,0.1335,1,0,1,0,0.21,0.05,0.1,0.05,0.13,0.05,0.1,0.05,0.126,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1,0.13,0.11,0,0,1,0,0.32,0.18,0.27,0.13,0.13714285714285712,0.12,0.18,0.12,0.12083333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,0.111,0.1075,1,0,1,1,0.22,0.05,0.09,0.03,0.12333333333333334,0.06,0.14,0.03,0.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.13,0.13,1,0,0,0,0.32,0.17,0.31,0.11,0.1272727272727273,0.12,0.24,0.1,0.127,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.17,0.11159999999999999,0,0,1,0,0.35,0.05,0.05,0.01,0.14,0.05,0.05,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.1331,0.101,1,0,0,0,0.23,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1,0.1083,0,0,1,0,0.39,0.06,0.08,0.05,0.114,0.06,0.12,0.03,0.11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0.12,0.12819999999999998,0,0,1,0,0.35,0.05,0.05,0.0,0.0,0.05,0.05,0.01,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0.11,0.15,0,0,1,0,0.32,0.06,0.08,0.06,0.18875,0.12,0.14,0.12,0.17692307692307693,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1,0.1331,0.1428,0,0,1,0,0.2,0.06,0.12,0.0,0.0,0.06,0.12,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.12,0.1,0,0,1,0,0.34,0.07,0.15,0.06,0.11333333333333334,0.07,0.16,0.04,0.126,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0.15,0.15,1,0,1,0,0.44,0.07,0.09,0.07,0.135,0.05,0.06,0.05,0.162,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1331,0.1565,0,0,1,0,0.53,0.11,0.12,0.02,0.15,0.09,0.1,0.03,0.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1,0.12,0.0986,0,1,0,0,0.28,0.05,0.1,0.0,0.0,0.05,0.07,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.13,0.13,0,0,1,0,0.31,0.09,0.09,0.09,0.1422222222222222,0.05,0.05,0.05,0.128,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.13,0.1181,0,1,0,0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.1,0.12,0,1,0,0,0.44,0.07,0.14,0.04,0.12,0.06,0.16,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.142,0.1277,1,0,1,0,0.19,0.05,0.09,0.05,0.126,0.05,0.08,0.04,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.13,0.13,0,0,1,0,0.21,0.12,0.12,0.12,0.15083333333333335,0.11,0.15,0.11,0.13083333333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.148,0.1477,0,0,1,1,0.18,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.17,0.17,1,0,1,0,0.2,0.06,0.08,0.06,0.145,0.06,0.1,0.06,0.153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1,0.11,0.1102,0,0,1,0,0.55,0.06,0.06,0.06,0.145,0.06,0.06,0.06,0.135,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
